GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
0200000US1,1,Northeast Region,56470581,*****,41050392,48779,6817803,29487,162860,9065,3782301,16049,18193,2995,3059277,47248,1579755,32216,310228,16724,1269527,29715
0200000US2,2,Midwest Region,68179351,*****,54919966,37391,7092276,24854,420739,11283,2204292,12749,40961,5658,1632619,36314,1868498,31272,214650,10658,1653848,28722
0200000US3,3,South Region,123658624,*****,87099981,65131,23901179,46049,829783,16763,4247369,21676,98282,9274,4049299,65154,3432731,51850,446944,20282,2985787,46437
0200000US4,4,West Region,77410622,*****,52437118,82203,3582233,24280,1312896,18749,7981366,27496,450783,11103,7811745,75156,3834481,50865,638412,20703,3196069,44677
