GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
0200000US1,1,Northeast Region,56283891,*****,41134495,42832,6677973,26003,149232,7165,3620002,15032,17688,2888,3134438,42325,1550063,33198,306501,16533,1243562,27690
0200000US2,2,Midwest Region,67907404,*****,55068857,32028,7045319,24250,417639,8887,2084092,12540,33162,4427,1546642,32641,1711693,27779,182770,9534,1528923,26046
0200000US3,3,South Region,121182847,*****,86154204,58401,23426513,42363,778317,14385,3964455,20813,77644,6556,3616538,55793,3165176,52397,435108,21313,2730068,46178
0200000US4,4,West Region,76044679,*****,52582544,85945,3545472,20882,1252061,20124,7605228,24940,426452,9612,7078324,83141,3554598,38538,584842,19457,2969756,36168
