series id,year,period name,value
CXUEDUCATNLB1308M,2012,Annual,1972
CXUEDUCATNLB1308M,2011,Annual,1900
CXUEDUCATNLB1308M,2010,Annual,1986
CXUEDUCATNLB1308M,2009,Annual,1833
CXUEDUCATNLB1308M,2008,Annual,1889
CXUEDUCATNLB1308M,2007,Annual,1589
CXUEDUCATNLB1308M,2006,Annual,1514
CXUEDUCATNLB1308M,2005,Annual,1590
CXUEDUCATNLB1308M,2004,Annual,1497
CXUEDUCATNLB1308M,2003,Annual,1339
CXUEDUCATNLB1308M,2002,Annual,1278
CXUEDUCATNLB1308M,2001,Annual,1132
CXUEDUCATNLB1308M,2000,Annual,1133
