grouping,group,year,value
ed_highschool_graduate,14,2012,429
ed_highschool_graduate,14,2011,380
ed_highschool_graduate,14,2010,347
ed_highschool_graduate,14,2009,447
ed_highschool_graduate,14,2008,419
ed_highschool_graduate,14,2007,405
ed_highschool_graduate,14,2006,413
ed_highschool_graduate,14,2005,457
ed_highschool_graduate,14,2004,364
ed_highschool_graduate,14,2003,328
ed_highschool_graduate,14,2002,306
ed_highschool_graduate,14,2001,278
ed_highschool_graduate,14,2000,310
